Site_Treatment_Tank;ID;MeanNDVI;StdNDVI;Site.name;Rack.pos;Genotype;Treatment;Tank;meanTemp_hold.adj;eventID
Chicken_MMM_11;Chicken_555;0.717625498771667;0.11391868442297;Chicken;555;994;MMM;11;28.5205555555556;Aspat_994
Chicken_MMM_4;Chicken_2078;0.701890587806702;0.0737985000014305;Chicken;2078;994;MMM;4;28.3088888888889;Aspat_994
Chicken_MMM_8;Chicken_571;0.761314988136292;0.0919513702392578;Chicken;571;994;MMM;8;28.8461111111111;Aspat_994
Chicken_+3C_5;Chicken_1043;0.729783356189728;0.0962160602211952;Chicken;1043;994;+3C;5;31.3866666666667;Aspat_994
Chicken_+3C_7;Chicken_599;0.746937394142151;0.0961344391107559;Chicken;599;994;+3C;7;31.555;Aspat_994
Chicken_+3C_9;Chicken_3158;0.707563102245331;0.0926672667264938;Chicken;3158;994;+3C;9;31.3494444444444;Aspat_994
Chicken_+6C_10;Chicken_2182;0.673365592956543;0.121525689959526;Chicken;2182;994;+6C;10;34.2661111111111;Aspat_994
Chicken_+6C_13;Chicken_2266;0.668911516666412;0.12415587157011;Chicken;2266;994;+6C;13;34.3466666666667;Aspat_994
Chicken_+6C_3;Chicken_4030;0.719056129455566;0.105429247021675;Chicken;4030;994;+6C;3;34.0916666666667;Aspat_994
Chicken_+9C_12;Chicken_2674;0.112618327140808;0.0441498905420303;Chicken;2674;994;+9C;12;37.1088888888889;Aspat_994
Chicken_+9C_16;Chicken_2646;0.326483607292175;0.103568263351917;Chicken;2646;994;+9C;16;37.2333333333333;Aspat_994
Chicken_+9C_6;Chicken_2534;0.210999608039856;0.0768372938036919;Chicken;2534;994;+9C;6;37.7138888888889;Aspat_994
Chicken_MMM_11;Chicken_556;0.751234292984009;0.0844375267624855;Chicken;556;995;MMM;11;28.5205555555556;Aspat_995
Chicken_MMM_4;Chicken_2079;0.762607276439667;0.0965260490775108;Chicken;2079;995;MMM;4;28.3088888888889;Aspat_995
Chicken_MMM_8;Chicken_572;0.756672441959381;0.0906130522489548;Chicken;572;995;MMM;8;28.8461111111111;Aspat_995
Chicken_+3C_5;Chicken_1044;0.75897616147995;0.112561725080013;Chicken;1044;995;+3C;5;31.3866666666667;Aspat_995
Chicken_+3C_9;Chicken_3159;0.692529857158661;0.132173985242844;Chicken;3159;995;+3C;9;31.3494444444444;Aspat_995
Chicken_+6C_10;Chicken_2183;0.76500004529953;0.0829528719186783;Chicken;2183;995;+6C;10;34.2661111111111;Aspat_995
Chicken_+6C_13;Chicken_2267;0.694134771823883;0.119231849908829;Chicken;2267;995;+6C;13;34.3466666666667;Aspat_995
Chicken_+6C_3;Chicken_4031;0.735269367694855;0.0918140932917595;Chicken;4031;995;+6C;3;34.0916666666667;Aspat_995
Chicken_+9C_12;Chicken_2675;0.250426352024078;0.100780203938484;Chicken;2675;995;+9C;12;37.1088888888889;Aspat_995
Chicken_+9C_16;Chicken_2647;0.504105269908905;0.144307613372803;Chicken;2647;995;+9C;16;37.2333333333333;Aspat_995
Chicken_+9C_6;Chicken_2535;0.252343982458115;0.0876204147934914;Chicken;2535;995;+9C;6;37.7138888888889;Aspat_995
Chicken_MMM_11;Chicken_473;0.664029717445374;0.117790549993515;Chicken;473;996;MMM;11;28.5205555555556;Aspat_996
Chicken_MMM_4;Chicken_993;0.71088171005249;0.120122730731964;Chicken;993;996;MMM;4;28.3088888888889;Aspat_996
Chicken_MMM_8;Chicken_405;0.675370097160339;0.118865117430687;Chicken;405;996;MMM;8;28.8461111111111;Aspat_996
Chicken_+3C_5;Chicken_857;0.595418214797974;0.0922040343284607;Chicken;857;996;+3C;5;31.3866666666667;Aspat_996
Chicken_+3C_7;Chicken_957;0.681887567043304;0.0929995775222778;Chicken;957;996;+3C;7;31.555;Aspat_996
Chicken_+3C_9;Chicken_385;0.639007389545441;0.0914291739463806;Chicken;385;996;+3C;9;31.3494444444444;Aspat_996
Chicken_+6C_10;Chicken_2316;0.712977886199951;0.108899980783463;Chicken;2316;996;+6C;10;34.2661111111111;Aspat_996
Chicken_+6C_13;Chicken_1069;0.693473637104034;0.0931877493858337;Chicken;1069;996;+6C;13;34.3466666666667;Aspat_996
Chicken_+6C_3;Chicken_3072;0.709126532077789;0.107099466025829;Chicken;3072;996;+6C;3;34.0916666666667;Aspat_996
Chicken_+9C_12;Chicken_417;0.127874225378036;0.040076058357954;Chicken;417;996;+9C;12;37.1088888888889;Aspat_996
Chicken_+9C_16;Chicken_1045;0.440058499574661;0.080163985490799;Chicken;1045;996;+9C;16;37.2333333333333;Aspat_996
Chicken_+9C_6;Chicken_853;0.213805437088013;0.0684524551033974;Chicken;853;996;+9C;6;37.7138888888889;Aspat_996
Chicken_MMM_11;Chicken_474;0.678009331226349;0.122966445982456;Chicken;474;997;MMM;11;28.5205555555556;Aspat_997
Chicken_MMM_4;Chicken_994;0.600344955921173;0.134472995996475;Chicken;994;997;MMM;4;28.3088888888889;Aspat_997
Chicken_MMM_8;Chicken_406;0.501672267913818;0.1132977232337;Chicken;406;997;MMM;8;28.8461111111111;Aspat_997
Chicken_+3C_5;Chicken_858;0.599063456058502;0.129105791449547;Chicken;858;997;+3C;5;31.3866666666667;Aspat_997
Chicken_+3C_7;Chicken_958;0.705510854721069;0.113740779459476;Chicken;958;997;+3C;7;31.555;Aspat_997
Chicken_+3C_9;Chicken_386;0.578445732593536;0.120216801762581;Chicken;386;997;+3C;9;31.3494444444444;Aspat_997
Chicken_+6C_10;Chicken_2317;0.575109004974365;0.13536511361599;Chicken;2317;997;+6C;10;34.2661111111111;Aspat_997
Chicken_+6C_13;Chicken_1070;0.639403462409973;0.152380332350731;Chicken;1070;997;+6C;13;34.3466666666667;Aspat_997
Chicken_+6C_3;Chicken_3073;0.627905011177063;0.126838698983192;Chicken;3073;997;+6C;3;34.0916666666667;Aspat_997
Chicken_+9C_12;Chicken_418;0.0382321178913116;0.0160709097981453;Chicken;418;997;+9C;12;37.1088888888889;Aspat_997
Chicken_+9C_16;Chicken_1046;0.207397446036339;0.104810558259487;Chicken;1046;997;+9C;16;37.2333333333333;Aspat_997
Chicken_+9C_6;Chicken_854;0.149341821670532;0.078058198094368;Chicken;854;997;+9C;6;37.7138888888889;Aspat_997
Chicken_MMM_11;Chicken_475;0.662665486335754;0.100767493247986;Chicken;475;998;MMM;11;28.5205555555556;Aspat_998
Chicken_MMM_4;Chicken_995;0.756659924983978;0.0818043649196625;Chicken;995;998;MMM;4;28.3088888888889;Aspat_998
Chicken_MMM_8;Chicken_407;0.685188412666321;0.104201942682266;Chicken;407;998;MMM;8;28.8461111111111;Aspat_998
Chicken_+3C_5;Chicken_859;0.665504693984985;0.121137350797653;Chicken;859;998;+3C;5;31.3866666666667;Aspat_998
Chicken_+3C_7;Chicken_959;0.671622097492218;0.091489776968956;Chicken;959;998;+3C;7;31.555;Aspat_998
Chicken_+3C_9;Chicken_387;0.6058030128479;0.0893881618976593;Chicken;387;998;+3C;9;31.3494444444444;Aspat_998
Chicken_+6C_10;Chicken_2318;0.568507492542267;0.100955158472061;Chicken;2318;998;+6C;10;34.2661111111111;Aspat_998
Chicken_+6C_13;Chicken_1071;0.643752872943878;0.122059062123299;Chicken;1071;998;+6C;13;34.3466666666667;Aspat_998
Chicken_+6C_3;Chicken_3074;0.655739963054657;0.119288749992847;Chicken;3074;998;+6C;3;34.0916666666667;Aspat_998
Chicken_+9C_12;Chicken_419;0.0870082899928093;0.0481167025864124;Chicken;419;998;+9C;12;37.1088888888889;Aspat_998
Chicken_+9C_16;Chicken_1047;0.220001146197319;0.070023387670517;Chicken;1047;998;+9C;16;37.2333333333333;Aspat_998
Chicken_+9C_6;Chicken_855;0.275074690580368;0.0980098620057106;Chicken;855;998;+9C;6;37.7138888888889;Aspat_998
Chicken_MMM_11;Chicken_476;0.685131549835205;0.0897600799798965;Chicken;476;999;MMM;11;28.5205555555556;Aspat_999
Chicken_MMM_4;Chicken_996;0.694597542285919;0.0947488695383072;Chicken;996;999;MMM;4;28.3088888888889;Aspat_999
Chicken_MMM_8;Chicken_408;0.56667822599411;0.145546838641167;Chicken;408;999;MMM;8;28.8461111111111;Aspat_999
Chicken_+3C_5;Chicken_860;0.658477127552032;0.100893720984459;Chicken;860;999;+3C;5;31.3866666666667;Aspat_999
Chicken_+3C_7;Chicken_960;0.590835750102997;0.129976451396942;Chicken;960;999;+3C;7;31.555;Aspat_999
Chicken_+3C_9;Chicken_388;0.729801535606384;0.104806452989578;Chicken;388;999;+3C;9;31.3494444444444;Aspat_999
Chicken_+6C_10;Chicken_2319;0.614033818244934;0.125868812203407;Chicken;2319;999;+6C;10;34.2661111111111;Aspat_999
Chicken_+6C_13;Chicken_1072;0.73552793264389;0.101530700922012;Chicken;1072;999;+6C;13;34.3466666666667;Aspat_999
Chicken_+6C_3;Chicken_3075;0.69010192155838;0.0883698314428329;Chicken;3075;999;+6C;3;34.0916666666667;Aspat_999
Chicken_+9C_12;Chicken_420;0.041724681854248;0.0130170006304979;Chicken;420;999;+9C;12;37.1088888888889;Aspat_999
Chicken_+9C_16;Chicken_1048;0.269061803817749;0.104632094502449;Chicken;1048;999;+9C;16;37.2333333333333;Aspat_999
Chicken_+9C_6;Chicken_856;0.129680395126343;0.0451710559427738;Chicken;856;999;+9C;6;37.7138888888889;Aspat_999
Chicken_MMM_11;Chicken_3016;0.58619499206543;0.111131899058819;Chicken;3016;1000;MMM;11;28.5205555555556;Aspat_1000
Chicken_MMM_4;Chicken_2004;0.679426550865173;0.0902175456285477;Chicken;2004;1000;MMM;4;28.3088888888889;Aspat_1000
Chicken_MMM_8;Chicken_2724;0.623055577278137;0.103480145335197;Chicken;2724;1000;MMM;8;28.8461111111111;Aspat_1000
Chicken_+3C_5;Chicken_593;0.706612467765808;0.0882419720292091;Chicken;593;1000;+3C;5;31.3866666666667;Aspat_1000
Chicken_+3C_7;Chicken_2360;0.678606867790222;0.0981356799602509;Chicken;2360;1000;+3C;7;31.555;Aspat_1000
Chicken_+3C_9;Chicken_3056;0.659410715103149;0.0920631885528564;Chicken;3056;1000;+3C;9;31.3494444444444;Aspat_1000
Chicken_+6C_10;Chicken_2304;0.671537935733795;0.104328401386738;Chicken;2304;1000;+6C;10;34.2661111111111;Aspat_1000
Chicken_+6C_13;Chicken_3104;0.623146891593933;0.108680367469788;Chicken;3104;1000;+6C;13;34.3466666666667;Aspat_1000
Chicken_+6C_3;Chicken_905;0.689090251922607;0.114719174802303;Chicken;905;1000;+6C;3;34.0916666666667;Aspat_1000
Chicken_+9C_12;Chicken_337;0.161912485957146;0.0544814057648182;Chicken;337;1000;+9C;12;37.1088888888889;Aspat_1000
Chicken_+9C_6;Chicken_333;0.26912733912468;0.0855818837881088;Chicken;333;1000;+9C;6;37.7138888888889;Aspat_1000
Chicken_MMM_11;Chicken_3017;0.674939095973969;0.111486062407494;Chicken;3017;1501;MMM;11;28.5205555555556;Aspat_1501
Chicken_MMM_4;Chicken_2005;0.624945938587189;0.0994860678911209;Chicken;2005;1501;MMM;4;28.3088888888889;Aspat_1501
Chicken_MMM_8;Chicken_2725;0.631387829780579;0.102170892059803;Chicken;2725;1501;MMM;8;28.8461111111111;Aspat_1501
Chicken_+3C_5;Chicken_594;0.672951102256775;0.088577076792717;Chicken;594;1501;+3C;5;31.3866666666667;Aspat_1501
Chicken_+3C_7;Chicken_2361;0.563124060630798;0.0790732130408287;Chicken;2361;1501;+3C;7;31.555;Aspat_1501
Chicken_+3C_9;Chicken_3057;0.644676625728607;0.104414962232113;Chicken;3057;1501;+3C;9;31.3494444444444;Aspat_1501
Chicken_+6C_10;Chicken_2305;0.652569830417633;0.088444672524929;Chicken;2305;1501;+6C;10;34.2661111111111;Aspat_1501
Chicken_+6C_13;Chicken_3105;0.626867532730103;0.102354809641838;Chicken;3105;1501;+6C;13;34.3466666666667;Aspat_1501
Chicken_+6C_3;Chicken_906;0.686693847179413;0.102850258350372;Chicken;906;1501;+6C;3;34.0916666666667;Aspat_1501
Chicken_+9C_12;Chicken_338;0.195155560970306;0.0732154548168182;Chicken;338;1501;+9C;12;37.1088888888889;Aspat_1501
Chicken_+9C_6;Chicken_334;0.252254664897919;0.0461663343012333;Chicken;334;1501;+9C;6;37.7138888888889;Aspat_1501
Chicken_MMM_11;Chicken_3018;0.568779349327087;0.114851988852024;Chicken;3018;1502;MMM;11;28.5205555555556;Aspat_1502
Chicken_MMM_4;Chicken_2006;0.55155086517334;0.0974418595433235;Chicken;2006;1502;MMM;4;28.3088888888889;Aspat_1502
Chicken_MMM_8;Chicken_2726;0.631483674049377;0.151838362216949;Chicken;2726;1502;MMM;8;28.8461111111111;Aspat_1502
Chicken_+3C_5;Chicken_595;0.658709347248077;0.13115793466568;Chicken;595;1502;+3C;5;31.3866666666667;Aspat_1502
Chicken_+3C_7;Chicken_2362;0.585450828075409;0.127050668001175;Chicken;2362;1502;+3C;7;31.555;Aspat_1502
Chicken_+3C_9;Chicken_3058;0.44479763507843;0.0781869441270828;Chicken;3058;1502;+3C;9;31.3494444444444;Aspat_1502
Chicken_+6C_10;Chicken_2306;0.551079571247101;0.125102639198303;Chicken;2306;1502;+6C;10;34.2661111111111;Aspat_1502
Chicken_+6C_13;Chicken_3106;0.522725403308868;0.160378485918045;Chicken;3106;1502;+6C;13;34.3466666666667;Aspat_1502
Chicken_+6C_3;Chicken_907;0.604276895523071;0.128784641623497;Chicken;907;1502;+6C;3;34.0916666666667;Aspat_1502
Chicken_+9C_12;Chicken_339;0.0895092710852623;0.02692318148911;Chicken;339;1502;+9C;12;37.1088888888889;Aspat_1502
Chicken_+9C_6;Chicken_335;0.315490156412125;0.099790908396244;Chicken;335;1502;+9C;6;37.7138888888889;Aspat_1502
Chicken_MMM_11;Chicken_3019;0.589517652988434;0.136487886309624;Chicken;3019;1503;MMM;11;28.5205555555556;Aspat_1503
Chicken_MMM_4;Chicken_2007;0.631091833114624;0.141681969165802;Chicken;2007;1503;MMM;4;28.3088888888889;Aspat_1503
Chicken_MMM_8;Chicken_2727;0.64845860004425;0.110114343464375;Chicken;2727;1503;MMM;8;28.8461111111111;Aspat_1503
Chicken_+3C_5;Chicken_596;0.701511263847351;0.0853720977902412;Chicken;596;1503;+3C;5;31.3866666666667;Aspat_1503
Chicken_+3C_7;Chicken_2363;0.63789701461792;0.153176873922348;Chicken;2363;1503;+3C;7;31.555;Aspat_1503
Chicken_+3C_9;Chicken_3059;0.65693199634552;0.105866774916649;Chicken;3059;1503;+3C;9;31.3494444444444;Aspat_1503
Chicken_+6C_10;Chicken_2307;0.545491874217987;0.125798299908638;Chicken;2307;1503;+6C;10;34.2661111111111;Aspat_1503
Chicken_+6C_13;Chicken_3107;0.653457581996918;0.117465384304523;Chicken;3107;1503;+6C;13;34.3466666666667;Aspat_1503
Chicken_+6C_3;Chicken_908;0.67004930973053;0.108732998371124;Chicken;908;1503;+6C;3;34.0916666666667;Aspat_1503
Chicken_+9C_12;Chicken_340;0.179079636931419;0.0730725526809692;Chicken;340;1503;+9C;12;37.1088888888889;Aspat_1503
Chicken_+9C_6;Chicken_336;0.375183820724487;0.117029286921024;Chicken;336;1503;+9C;6;37.7138888888889;Aspat_1503
Chicken_MMM_11;Chicken_2108;0.682681739330292;0.142332896590233;Chicken;2108;1504;MMM;11;28.5205555555556;Aspat_1504
Chicken_MMM_4;Chicken_449;0.568592727184296;0.0972675085067749;Chicken;449;1504;MMM;4;28.3088888888889;Aspat_1504
Chicken_MMM_8;Chicken_805;0.684335649013519;0.133931785821915;Chicken;805;1504;MMM;8;28.8461111111111;Aspat_1504
Chicken_+3C_5;Chicken_253;0.614475607872009;0.139448046684265;Chicken;253;1504;+3C;5;31.3866666666667;Aspat_1504
Chicken_+3C_7;Chicken_497;0.445108860731125;0.0707105249166489;Chicken;497;1504;+3C;7;31.555;Aspat_1504
Chicken_+3C_9;Chicken_2364;0.491623133420944;0.113955393433571;Chicken;2364;1504;+3C;9;31.3494444444444;Aspat_1504
Chicken_+6C_10;Chicken_2236;0.511458575725555;0.0974199771881104;Chicken;2236;1504;+6C;10;34.2661111111111;Aspat_1504
Chicken_+6C_13;Chicken_2752;0.736149370670319;0.0928261131048203;Chicken;2752;1504;+6C;13;34.3466666666667;Aspat_1504
Chicken_+6C_3;Chicken_1013;0.587424099445343;0.123910620808601;Chicken;1013;1504;+6C;3;34.0916666666667;Aspat_1504
Chicken_+9C_12;Chicken_1085;0.0487545542418957;0.024303026497364;Chicken;1085;1504;+9C;12;37.1088888888889;Aspat_1504
Chicken_+9C_16;Chicken_2512;0.0220360048115253;0.0116204023361206;Chicken;2512;1504;+9C;16;37.2333333333333;Aspat_1504
Chicken_+9C_6;Chicken_685;0.134806022047997;0.0517441369593143;Chicken;685;1504;+9C;6;37.7138888888889;Aspat_1504
Chicken_MMM_11;Chicken_2109;0.393302768468857;0.0800429359078407;Chicken;2109;1505;MMM;11;28.5205555555556;Aspat_1505
Chicken_MMM_4;Chicken_450;0.639746904373169;0.10015856474638;Chicken;450;1505;MMM;4;28.3088888888889;Aspat_1505
Chicken_MMM_8;Chicken_806;0.657933533191681;0.0805969089269638;Chicken;806;1505;MMM;8;28.8461111111111;Aspat_1505
Chicken_+3C_5;Chicken_254;0.646239161491394;0.1009905859828;Chicken;254;1505;+3C;5;31.3866666666667;Aspat_1505
Chicken_+3C_7;Chicken_498;0.629048466682434;0.107016421854496;Chicken;498;1505;+3C;7;31.555;Aspat_1505
Chicken_+3C_9;Chicken_2365;0.653390526771545;0.100081548094749;Chicken;2365;1505;+3C;9;31.3494444444444;Aspat_1505
Chicken_+6C_10;Chicken_2237;0.545833706855774;0.100616864860058;Chicken;2237;1505;+6C;10;34.2661111111111;Aspat_1505
Chicken_+6C_13;Chicken_2753;0.620580077171326;0.113301232457161;Chicken;2753;1505;+6C;13;34.3466666666667;Aspat_1505
Chicken_+6C_3;Chicken_1014;0.653369128704071;0.116499371826649;Chicken;1014;1505;+6C;3;34.0916666666667;Aspat_1505
Chicken_+9C_12;Chicken_1086;0.0885078907012939;0.0360082425177097;Chicken;1086;1505;+9C;12;37.1088888888889;Aspat_1505
Chicken_+9C_16;Chicken_2513;0.0717721953988075;0.0192918665707111;Chicken;2513;1505;+9C;16;37.2333333333333;Aspat_1505
Chicken_+9C_6;Chicken_686;0.146241739392281;0.0421900860965252;Chicken;686;1505;+9C;6;37.7138888888889;Aspat_1505
Chicken_MMM_11;Chicken_2110;0.418917179107666;0.0750919952988625;Chicken;2110;1506;MMM;11;28.5205555555556;Aspat_1506
Chicken_MMM_4;Chicken_451;0.561333537101746;0.143357649445534;Chicken;451;1506;MMM;4;28.3088888888889;Aspat_1506
Chicken_MMM_8;Chicken_807;0.730180978775024;0.083983488380909;Chicken;807;1506;MMM;8;28.8461111111111;Aspat_1506
Chicken_+3C_5;Chicken_255;0.558742880821228;0.112825721502304;Chicken;255;1506;+3C;5;31.3866666666667;Aspat_1506
Chicken_+3C_7;Chicken_499;0.581454992294312;0.103245079517365;Chicken;499;1506;+3C;7;31.555;Aspat_1506
Chicken_+3C_9;Chicken_2366;0.544959962368011;0.0788241997361183;Chicken;2366;1506;+3C;9;31.3494444444444;Aspat_1506
Chicken_+6C_10;Chicken_2238;0.396745234727859;0.101116791367531;Chicken;2238;1506;+6C;10;34.2661111111111;Aspat_1506
Chicken_+6C_13;Chicken_2754;0.438328951597214;0.12292192876339;Chicken;2754;1506;+6C;13;34.3466666666667;Aspat_1506
Chicken_+6C_3;Chicken_1015;0.345723152160645;0.11969955265522;Chicken;1015;1506;+6C;3;34.0916666666667;Aspat_1506
Chicken_+9C_12;Chicken_1087;0.0594577193260193;0.012237910181284;Chicken;1087;1506;+9C;12;37.1088888888889;Aspat_1506
Chicken_+9C_16;Chicken_2514;0.0494317077100277;0.0177216157317162;Chicken;2514;1506;+9C;16;37.2333333333333;Aspat_1506
Chicken_+9C_6;Chicken_687;0.0637695789337158;0.0139954863116145;Chicken;687;1506;+9C;6;37.7138888888889;Aspat_1506
Chicken_MMM_11;Chicken_2111;0.434925198554993;0.0838895961642265;Chicken;2111;1507;MMM;11;28.5205555555556;Aspat_1507
Chicken_MMM_4;Chicken_452;0.564128816127777;0.0664144083857536;Chicken;452;1507;MMM;4;28.3088888888889;Aspat_1507
Chicken_MMM_8;Chicken_808;0.448080986738205;0.0844525918364525;Chicken;808;1507;MMM;8;28.8461111111111;Aspat_1507
Chicken_+3C_5;Chicken_256;0.506211996078491;0.0756764784455299;Chicken;256;1507;+3C;5;31.3866666666667;Aspat_1507
Chicken_+3C_7;Chicken_500;0.602064609527588;0.0847949460148811;Chicken;500;1507;+3C;7;31.555;Aspat_1507
Chicken_+3C_9;Chicken_2367;0.425904542207718;0.0846396014094353;Chicken;2367;1507;+3C;9;31.3494444444444;Aspat_1507
Chicken_+6C_10;Chicken_2239;0.264598459005356;0.0767728015780449;Chicken;2239;1507;+6C;10;34.2661111111111;Aspat_1507
Chicken_+6C_13;Chicken_2755;0.445987343788147;0.0962667912244797;Chicken;2755;1507;+6C;13;34.3466666666667;Aspat_1507
Chicken_+6C_3;Chicken_1016;0.362601667642593;0.116244487464428;Chicken;1016;1507;+6C;3;34.0916666666667;Aspat_1507
Chicken_+9C_12;Chicken_1088;0.0502631105482578;0.0142426881939173;Chicken;1088;1507;+9C;12;37.1088888888889;Aspat_1507
Chicken_+9C_16;Chicken_2515;0.0345590487122536;0.012640992179513;Chicken;2515;1507;+9C;16;37.2333333333333;Aspat_1507
Chicken_+9C_6;Chicken_688;0.0688971728086472;0.0183604378253222;Chicken;688;1507;+9C;6;37.7138888888889;Aspat_1507
Chicken_MMM_11;Chicken_2068;0.484871864318848;0.101029254496098;Chicken;2068;1508;MMM;11;28.5205555555556;Aspat_1508
Chicken_MMM_4;Chicken_289;0.588119447231293;0.0944325625896454;Chicken;289;1508;MMM;4;28.3088888888889;Aspat_1508
Chicken_MMM_8;Chicken_701;0.519565105438232;0.14472359418869;Chicken;701;1508;MMM;8;28.8461111111111;Aspat_1508
Chicken_+3C_5;Chicken_789;0.502939164638519;0.106437414884567;Chicken;789;1508;+3C;5;31.3866666666667;Aspat_1508
Chicken_+3C_7;Chicken_1025;0.368167668581009;0.0586714297533035;Chicken;1025;1508;+3C;7;31.555;Aspat_1508
Chicken_+3C_9;Chicken_2508;0.487391501665115;0.105401836335659;Chicken;2508;1508;+3C;9;31.3494444444444;Aspat_1508
Chicken_+6C_10;Chicken_1121;0.278500199317932;0.0771344900131226;Chicken;1121;1508;+6C;10;34.2661111111111;Aspat_1508
Chicken_+6C_13;Chicken_2224;0.422570437192917;0.123005881905556;Chicken;2224;1508;+6C;13;34.3466666666667;Aspat_1508
Chicken_+6C_3;Chicken_425;0.357324361801147;0.0899342000484467;Chicken;425;1508;+6C;3;34.0916666666667;Aspat_1508
Chicken_+9C_12;Chicken_485;0.140767365694046;0.07496677339077;Chicken;485;1508;+9C;12;37.1088888888889;Aspat_1508
Chicken_+9C_16;Chicken_2608;0.244817346334457;0.0773460194468498;Chicken;2608;1508;+9C;16;37.2333333333333;Aspat_1508
Chicken_+9C_6;Chicken_145;0.0704530999064445;0.0442942827939987;Chicken;145;1508;+9C;6;37.7138888888889;Aspat_1508
Chicken_MMM_11;Chicken_2069;0.60627806186676;0.0808719024062157;Chicken;2069;1509;MMM;11;28.5205555555556;Aspat_1509
Chicken_MMM_4;Chicken_290;0.704849481582642;0.0874637439846992;Chicken;290;1509;MMM;4;28.3088888888889;Aspat_1509
Chicken_MMM_8;Chicken_702;0.671829521656036;0.107230991125107;Chicken;702;1509;MMM;8;28.8461111111111;Aspat_1509
Chicken_+3C_5;Chicken_790;0.605677366256714;0.0940027832984924;Chicken;790;1509;+3C;5;31.3866666666667;Aspat_1509
Chicken_+3C_7;Chicken_1026;0.591776013374329;0.0802202448248863;Chicken;1026;1509;+3C;7;31.555;Aspat_1509
Chicken_+3C_9;Chicken_2509;0.608476996421814;0.0952489152550697;Chicken;2509;1509;+3C;9;31.3494444444444;Aspat_1509
Chicken_+6C_10;Chicken_1122;0.367691427469254;0.0791160091757774;Chicken;1122;1509;+6C;10;34.2661111111111;Aspat_1509
